"User ID","Active User","First Name","Last Name","Middle Initial","Line Manager ID","Line Manager First Name","Line Manager Last Name","Line Manager Middle Initial","Scheduled Offering ID","Description","Domain","Registration Cut-off Date","Current Registration Status","Maximum Registration","Item Type","Item ID","Item Revision Date","Revision Number","Title","Status","Start Date/Time","End Date/Time","Location","Instructor First Name","Instructor Last Name","Instructor Middle Initial","Column Number","Label","Value","Description","Cancellation Reason ID"
"100","Yes","Gamal","Alkolak","Mohei El Din Mahmoud","10653","Malek","Mishmish","Ramadan","1033","Course Language ; English & Arabic","PUBLIC","","0 of 25 enrolled, 0 waitlisted","25","TECHNICAL","T_148","13/May/2018 04:23 AM Asia/Dubai","1","Advanced Road Safety Auditing","Cancelled","30/Sep/2018 08:00 AM Asia/Dubai","30/Sep/2018 02:00 PM Asia/Dubai","Jumeirah Room","","","","","","","",""
"100","Yes","Gamal","Alkolak","Mohei El Din Mahmoud","10653","Malek","Mishmish","Ramadan","1033","Course Language ; English & Arabic","PUBLIC","","0 of 25 enrolled, 0 waitlisted","25","TECHNICAL","T_148","13/May/2018 04:23 AM Asia/Dubai","1","Advanced Road Safety Auditing","Cancelled","1/Oct/2018 08:00 AM Asia/Dubai","1/Oct/2018 02:00 PM Asia/Dubai","Jumeirah Room","","","","","","","",""
"100","Yes","Gamal","Alkolak","Mohei El Din Mahmoud","10653","Malek","Mishmish","Ramadan","1033","Course Language ; English & Arabic","PUBLIC","","0 of 25 enrolled, 0 waitlisted","25","TECHNICAL","T_148","13/May/2018 04:23 AM Asia/Dubai","1","Advanced Road Safety Auditing","Cancelled","2/Oct/2018 08:00 AM Asia/Dubai","2/Oct/2018 02:00 PM Asia/Dubai","Jumeirah Room","","","","","","","",""
"100","Yes","Gamal","Alkolak","Mohei El Din Mahmoud","10653","Malek","Mishmish","Ramadan","1068","Course Language : English & Arabic","PUBLIC","","29 of 30 enrolled, 0 waitlisted","30","TECHNICAL","T_170","13/May/2018 04:23 AM Asia/Dubai","1","Design Thinking","Active Enrollment","19/Sep/2018 08:00 AM Asia/Dubai","19/Sep/2018 02:00 PM Asia/Dubai","BLOCK (A) 9th FLOOR - Al Kawaneej Room","","","","","","","",""
"100","Yes","Gamal","Alkolak","Mohei El Din Mahmoud","10653","Malek","Mishmish","Ramadan","1068","Course Language : English & Arabic","PUBLIC","","29 of 30 enrolled, 0 waitlisted","30","TECHNICAL","T_170","13/May/2018 04:23 AM Asia/Dubai","1","Design Thinking","Active Enrollment","20/Sep/2018 08:00 AM Asia/Dubai","20/Sep/2018 02:00 PM Asia/Dubai","BLOCK (A) 9th FLOOR - Al Kawaneej Room","","","","","","","",""
